,school_state,resource_type,poverty_level,total_donations,funding_status,date_posted
554700,MI,Other,high poverty,301,completed,2013-09-01 00:00:00
857081,IL,Other,highest poverty,0,live,2015-06-27 00:00:00
827897,SC,Supplies,highest poverty,281,completed,2015-03-29 00:00:00
194267,SC,Supplies,highest poverty,143,completed,2010-03-17 00:00:00
456457,MD,Books,highest poverty,526,completed,2012-10-06 00:00:00
9952,NC,Supplies,highest poverty,194,completed,2005-06-09 00:00:00
515320,LA,Supplies,highest poverty,269,completed,2013-04-15 00:00:00
329619,OK,Books,highest poverty,0,expired,2011-08-29 00:00:00
361066,NV,Technology,highest poverty,449,completed,2011-12-06 00:00:00
727016,CA,Supplies,highest poverty,0,expired,2014-09-08 00:00:00
34307,LA,Supplies,highest poverty,161,completed,2006-11-20 00:00:00
213547,CO,Technology,high poverty,415,completed,2010-07-30 00:00:00
627794,OH,Supplies,low poverty,419,completed,2014-01-26 00:00:00
370145,CA,Supplies,high poverty,211,completed,2011-12-29 00:00:00
386408,CA,Books,highest poverty,561,completed,2012-02-01 00:00:00
398365,CT,Other,highest poverty,0,expired,2012-03-04 00:00:00
95969,NY,Supplies,highest poverty,548,completed,2008-08-12 00:00:00
492624,GA,Other,highest poverty,289,completed,2013-01-20 00:00:00
407817,FL,Other,high poverty,20,expired,2012-04-04 00:00:00
5508,NC,Books,high poverty,457,completed,2004-09-27 00:00:00
511196,CA,Technology,highest poverty,0,expired,2013-03-29 00:00:00
851273,CA,Technology,highest poverty,370,completed,2015-06-08 00:00:00
295126,NY,Books,highest poverty,218,completed,2011-03-31 00:00:00
76948,SC,Technology,highest poverty,0,expired,2008-02-20 00:00:00
604635,HI,Technology,highest poverty,345,expired,2013-11-17 00:00:00
606166,CA,Technology,moderate poverty,830,completed,2013-11-20 00:00:00
737193,MO,Supplies,high poverty,943,completed,2014-09-19 00:00:00
606859,FL,Technology,high poverty,604,completed,2013-11-22 00:00:00
250879,CA,Books,moderate poverty,50,expired,2010-11-14 00:00:00
799464,CA,Books,moderate poverty,189,completed,2015-01-25 00:00:00
602271,WI,Books,highest poverty,259,completed,2013-11-14 00:00:00
545284,SC,Books,highest poverty,185,expired,2013-08-13 00:00:00
489659,TN,Books,high poverty,277,completed,2013-01-09 00:00:00
863959,UT,Supplies,moderate poverty,0,live,2015-07-21 00:00:00
45570,NY,Books,highest poverty,430,completed,2007-07-05 00:00:00
260751,NJ,Books,low poverty,232,completed,2010-12-14 00:00:00
461025,NY,Books,highest poverty,731,completed,2012-10-14 00:00:00
436181,OK,Technology,high poverty,673,completed,2012-08-24 00:00:00
384517,CA,Supplies,high poverty,922,completed,2012-01-30 00:00:00
68538,IL,Supplies,high poverty,150,completed,2008-01-04 00:00:00
252417,IL,Other,moderate poverty,434,completed,2010-11-20 00:00:00
643820,IL,Technology,highest poverty,1785,completed,2014-03-09 00:00:00
615959,FL,Technology,highest poverty,384,completed,2013-12-16 00:00:00
552759,MO,Technology,moderate poverty,415,expired,2013-08-28 00:00:00
418066,IL,Supplies,high poverty,378,completed,2012-06-02 00:00:00
493055,MD,Supplies,highest poverty,278,completed,2013-01-21 00:00:00
451539,CA,Supplies,highest poverty,684,completed,2012-09-26 00:00:00
400695,NC,Technology,high poverty,432,completed,2012-03-09 00:00:00
877204,CA,Books,moderate poverty,175,live,2015-08-15 00:00:00
356869,SC,Technology,highest poverty,0,expired,2011-11-23 00:00:00
672200,NY,Books,high poverty,225,completed,2014-06-16 00:00:00
425610,CA,Supplies,high poverty,0,expired,2012-07-17 00:00:00
708459,NY,Supplies,highest poverty,917,completed,2014-08-27 00:00:00
827901,WI,Technology,highest poverty,600,completed,2015-03-29 00:00:00
162531,CO,Other,high poverty,0,expired,2009-09-30 00:00:00
179794,NC,Technology,highest poverty,531,completed,2010-01-01 00:00:00
652690,MA,Technology,moderate poverty,2725,completed,2014-04-02 00:00:00
716923,TX,Technology,highest poverty,642,completed,2014-09-03 00:00:00
340402,CA,Supplies,highest poverty,528,completed,2011-09-28 00:00:00
768429,CA,Books,moderate poverty,956,completed,2014-11-03 00:00:00
349812,WA,Other,highest poverty,60,expired,2011-10-27 00:00:00
569500,NY,Supplies,high poverty,364,completed,2013-09-22 00:00:00
117135,IL,Books,highest poverty,822,completed,2009-01-09 00:00:00
816496,FL,Trips,highest poverty,977,completed,2015-03-02 00:00:00
615360,MA,Technology,highest poverty,50,expired,2013-12-15 00:00:00
764488,NJ,Other,highest poverty,209,completed,2014-10-25 00:00:00
26550,NY,Books,highest poverty,446,completed,2006-08-29 00:00:00
370063,ID,Supplies,high poverty,85,expired,2011-12-29 00:00:00
677202,IL,Technology,highest poverty,995,completed,2014-07-02 00:00:00
474017,NY,Technology,highest poverty,621,completed,2012-11-15 00:00:00
149354,IN,Books,highest poverty,293,completed,2009-08-16 00:00:00
723355,CA,Supplies,moderate poverty,0,expired,2014-09-06 00:00:00
403315,NY,Technology,highest poverty,560,completed,2012-03-16 00:00:00
157591,MD,Supplies,highest poverty,580,completed,2009-09-15 00:00:00
6959,NY,Supplies,highest poverty,169,completed,2004-12-20 00:00:00
489766,FL,Technology,highest poverty,601,completed,2013-01-09 00:00:00
588821,NY,Supplies,highest poverty,487,completed,2013-10-23 00:00:00
514514,NJ,Technology,highest poverty,905,expired,2013-04-13 00:00:00
283380,NY,Supplies,high poverty,40,expired,2011-02-21 00:00:00
153782,MI,Technology,highest poverty,30,expired,2009-09-01 00:00:00
488982,MI,Technology,highest poverty,992,completed,2013-01-06 00:00:00
854572,OK,Other,highest poverty,7,live,2015-06-17 00:00:00
318971,WA,Supplies,highest poverty,64,expired,2011-07-28 00:00:00
867950,CT,Supplies,highest poverty,1326,completed,2015-07-29 00:00:00
465916,MN,Books,highest poverty,311,completed,2012-10-23 00:00:00
763381,TX,Technology,highest poverty,578,completed,2014-10-23 00:00:00
840054,IN,Supplies,highest poverty,92,live,2015-05-06 00:00:00
688295,TX,Books,highest poverty,433,completed,2014-08-01 00:00:00
321308,TX,Supplies,highest poverty,0,expired,2011-08-06 00:00:00
414718,TX,Supplies,highest poverty,884,completed,2012-05-10 00:00:00
805619,CA,Technology,highest poverty,258,completed,2015-02-06 00:00:00
481725,SC,Technology,highest poverty,518,completed,2012-12-09 00:00:00
284272,AL,Books,highest poverty,233,completed,2011-02-25 00:00:00
589623,CA,Technology,high poverty,938,completed,2013-10-25 00:00:00
202615,MI,Supplies,moderate poverty,321,completed,2010-05-06 00:00:00
266908,PA,Books,high poverty,478,completed,2011-01-03 00:00:00
246694,TX,Technology,highest poverty,996,completed,2010-10-26 00:00:00
698287,LA,Supplies,highest poverty,397,completed,2014-08-18 00:00:00
609692,NM,Supplies,highest poverty,155,expired,2013-11-30 00:00:00
240490,NC,Other,highest poverty,555,completed,2010-10-09 00:00:00
136721,IL,Supplies,high poverty,0,expired,2009-05-12 00:00:00
812488,MI,Technology,highest poverty,839,completed,2015-02-21 00:00:00
373533,NC,Technology,highest poverty,586,completed,2012-01-10 00:00:00
164382,DC,Supplies,moderate poverty,298,completed,2009-10-04 00:00:00
140130,TN,Supplies,high poverty,340,completed,2009-06-03 00:00:00
860739,IL,Other,high poverty,1156,completed,2015-07-10 00:00:00
494815,KY,Books,moderate poverty,191,completed,2013-01-26 00:00:00
210279,WA,Supplies,highest poverty,527,completed,2010-07-07 00:00:00
429991,OH,Books,high poverty,357,completed,2012-08-05 00:00:00
674045,CA,Other,highest poverty,870,completed,2014-06-20 00:00:00
754051,GA,Supplies,highest poverty,1259,completed,2014-10-08 00:00:00
284637,AL,Other,high poverty,222,completed,2011-02-26 00:00:00
467848,MS,Technology,highest poverty,1130,completed,2012-10-28 00:00:00
725181,LA,Other,highest poverty,2262,completed,2014-09-07 00:00:00
638777,OR,Supplies,high poverty,454,completed,2014-02-25 00:00:00
183928,NC,Supplies,highest poverty,214,completed,2010-01-23 00:00:00
140444,WA,Technology,highest poverty,0,expired,2009-06-05 00:00:00
398789,CA,Technology,highest poverty,1044,completed,2012-03-04 00:00:00
200390,SC,Supplies,highest poverty,197,completed,2010-04-24 00:00:00
310835,CA,Supplies,highest poverty,391,completed,2011-06-12 00:00:00
264490,PA,Other,highest poverty,279,completed,2010-12-27 00:00:00
376583,CA,Supplies,highest poverty,439,completed,2012-01-16 00:00:00
776917,OH,Technology,highest poverty,190,completed,2014-11-22 00:00:00
474447,TN,Books,highest poverty,0,expired,2012-11-17 00:00:00
677433,AZ,Books,highest poverty,170,completed,2014-07-03 00:00:00
46676,IL,Supplies,highest poverty,187,completed,2007-07-26 00:00:00
406106,IL,Supplies,moderate poverty,227,completed,2012-03-29 00:00:00
588198,MI,Technology,highest poverty,696,completed,2013-10-22 00:00:00
337964,NC,Technology,high poverty,273,completed,2011-09-24 00:00:00
62251,CA,Supplies,highest poverty,232,completed,2007-11-20 00:00:00
147452,CA,Supplies,high poverty,531,completed,2009-08-10 00:00:00
572283,VA,Technology,highest poverty,0,expired,2013-09-27 00:00:00
26833,SC,Technology,highest poverty,0,expired,2006-08-31 00:00:00
82891,CA,Supplies,highest poverty,177,completed,2008-03-28 00:00:00
875020,MI,Technology,highest poverty,0,live,2015-08-11 00:00:00
806256,SD,Technology,high poverty,786,completed,2015-02-07 00:00:00
496803,NJ,Supplies,high poverty,516,completed,2013-02-03 00:00:00
418889,SD,Supplies,highest poverty,212,completed,2012-06-07 00:00:00
434337,NY,Books,highest poverty,380,completed,2012-08-19 00:00:00
876395,AL,Technology,highest poverty,0,live,2015-08-13 00:00:00
153898,AR,Supplies,highest poverty,713,completed,2009-09-01 00:00:00
643302,TN,Other,high poverty,393,completed,2014-03-08 00:00:00
304308,AZ,Supplies,highest poverty,394,completed,2011-04-28 00:00:00
473880,SC,Books,high poverty,661,completed,2012-11-14 00:00:00
497216,CA,Books,highest poverty,1062,completed,2013-02-05 00:00:00
689703,VA,Other,high poverty,707,completed,2014-08-05 00:00:00
491354,IN,Books,highest poverty,511,completed,2013-01-16 00:00:00
812814,CA,Supplies,highest poverty,168,completed,2015-02-21 00:00:00
129979,NY,Supplies,highest poverty,538,completed,2009-03-28 00:00:00
443995,NY,Books,highest poverty,182,completed,2012-09-08 00:00:00
704152,OK,Technology,highest poverty,221,completed,2014-08-23 00:00:00
259802,NV,Supplies,highest poverty,495,completed,2010-12-12 00:00:00
567000,TX,Books,moderate poverty,170,completed,2013-09-17 00:00:00
194989,NC,Supplies,highest poverty,237,completed,2010-03-22 00:00:00
633476,VA,Supplies,highest poverty,183,completed,2014-02-10 00:00:00
738739,TN,Technology,highest poverty,1241,completed,2014-09-20 00:00:00
62764,WA,Books,highest poverty,845,completed,2007-11-26 00:00:00
862064,SC,Supplies,moderate poverty,386,completed,2015-07-13 00:00:00
444727,FL,Supplies,highest poverty,185,completed,2012-09-10 00:00:00
153912,NC,Books,highest poverty,461,completed,2009-09-01 00:00:00
185866,CA,Technology,low poverty,1118,completed,2010-02-02 00:00:00
156523,LA,Supplies,high poverty,0,expired,2009-09-11 00:00:00
48657,SC,Books,highest poverty,541,reallocated,2007-08-20 00:00:00
453316,CA,Supplies,high poverty,781,completed,2012-09-30 00:00:00
17645,NC,Supplies,highest poverty,0,expired,2006-02-10 00:00:00
303450,GA,Books,moderate poverty,225,expired,2011-04-22 00:00:00
713912,NC,Books,high poverty,632,completed,2014-08-31 00:00:00
7943,IL,Supplies,highest poverty,0,expired,2005-02-21 00:00:00
306827,NV,Books,highest poverty,562,completed,2011-05-15 00:00:00
201853,AL,Books,high poverty,0,expired,2010-05-02 00:00:00
760207,FL,Supplies,high poverty,325,completed,2014-10-18 00:00:00
145678,NY,Supplies,highest poverty,194,completed,2009-07-30 00:00:00
785774,IL,Visitors,high poverty,1110,completed,2014-12-17 00:00:00
774842,AZ,Supplies,high poverty,617,completed,2014-11-17 00:00:00
152389,IL,Other,highest poverty,0,expired,2009-08-27 00:00:00
789568,MA,Technology,highest poverty,231,expired,2014-12-31 00:00:00
244501,GA,Other,high poverty,191,completed,2010-10-20 00:00:00
42634,NC,Technology,highest poverty,25,expired,2007-04-13 00:00:00
295795,FL,Supplies,high poverty,252,completed,2011-04-02 00:00:00
673009,MS,Technology,high poverty,2617,completed,2014-06-18 00:00:00
350518,UT,Supplies,highest poverty,795,completed,2011-10-30 00:00:00
128133,MO,Supplies,highest poverty,0,expired,2009-03-15 00:00:00
697198,IL,Books,highest poverty,378,completed,2014-08-17 00:00:00
66443,TX,Supplies,highest poverty,782,completed,2007-12-17 00:00:00
201515,FL,Supplies,moderate poverty,0,expired,2010-04-28 00:00:00
132219,MN,Books,high poverty,620,completed,2009-04-12 00:00:00
14305,DC,Supplies,highest poverty,0,expired,2005-11-04 00:00:00
750632,LA,Technology,highest poverty,2581,completed,2014-10-03 00:00:00
224147,AL,Other,highest poverty,1023,reallocated,2010-09-03 00:00:00
370491,CO,Other,highest poverty,0,expired,2012-01-01 00:00:00
164924,TN,Supplies,highest poverty,711,completed,2009-10-05 00:00:00
651312,TN,Technology,moderate poverty,5,expired,2014-03-28 00:00:00
344576,KS,Other,high poverty,100,expired,2011-10-08 00:00:00
792064,CA,Technology,highest poverty,1300,expired,2015-01-10 00:00:00
600903,NY,Supplies,high poverty,747,completed,2013-11-12 00:00:00
684983,WA,Technology,highest poverty,0,expired,2014-07-25 00:00:00
454371,FL,Books,moderate poverty,40,expired,2012-10-01 00:00:00
625738,MI,Other,high poverty,622,completed,2014-01-19 00:00:00
344542,CA,Other,highest poverty,383,completed,2011-10-08 00:00:00
172191,MD,Technology,moderate poverty,25,expired,2009-11-13 00:00:00
30812,IN,Supplies,high poverty,194,completed,2006-10-13 00:00:00
412182,FL,Technology,highest poverty,0,expired,2012-04-29 00:00:00
763808,MA,Books,highest poverty,1370,completed,2014-10-24 00:00:00
335794,CA,Supplies,high poverty,698,completed,2011-09-17 00:00:00
665952,IL,Supplies,highest poverty,991,completed,2014-05-20 00:00:00
106144,NC,Supplies,highest poverty,352,completed,2008-10-17 00:00:00
770480,MD,Books,highest poverty,309,reallocated,2014-11-08 00:00:00
735091,TX,Supplies,moderate poverty,175,expired,2014-09-17 00:00:00
564108,LA,Supplies,moderate poverty,816,completed,2013-09-13 00:00:00
688299,CO,Other,moderate poverty,227,expired,2014-08-01 00:00:00
589170,HI,Technology,moderate poverty,992,completed,2013-10-24 00:00:00
569300,MD,Books,highest poverty,170,expired,2013-09-22 00:00:00
463239,TX,Supplies,highest poverty,902,completed,2012-10-17 00:00:00
853514,OK,Technology,highest poverty,0,live,2015-06-15 00:00:00
222636,AZ,Supplies,high poverty,426,completed,2010-08-31 00:00:00
481118,NY,Supplies,moderate poverty,202,completed,2012-12-08 00:00:00
793528,NC,Supplies,highest poverty,11,expired,2015-01-14 00:00:00
49129,NC,Books,high poverty,128,completed,2007-08-26 00:00:00
593357,WI,Supplies,highest poverty,396,completed,2013-10-31 00:00:00
625384,WI,Books,highest poverty,562,completed,2014-01-19 00:00:00
134611,NY,Books,highest poverty,536,completed,2009-05-03 00:00:00
211371,CA,Supplies,highest poverty,294,completed,2010-07-16 00:00:00
689138,MI,Technology,moderate poverty,1234,expired,2014-08-04 00:00:00
855904,NC,Supplies,highest poverty,396,completed,2015-06-23 00:00:00
336212,NY,Supplies,high poverty,496,completed,2011-09-18 00:00:00
52651,NC,Books,highest poverty,0,expired,2007-09-28 00:00:00
80624,TX,Supplies,moderate poverty,0,expired,2008-03-13 00:00:00
823537,CT,Trips,low poverty,1006,completed,2015-03-19 00:00:00
730446,CA,Other,high poverty,477,completed,2014-09-13 00:00:00
809467,GA,Technology,highest poverty,422,completed,2015-02-14 00:00:00
484811,NC,Supplies,high poverty,999,completed,2012-12-15 00:00:00
532162,MN,Technology,highest poverty,979,completed,2013-07-05 00:00:00
567333,CA,Technology,highest poverty,0,expired,2013-09-18 00:00:00
415804,KS,Other,highest poverty,200,completed,2012-05-17 00:00:00
2521,NY,Books,highest poverty,172,completed,2004-01-06 00:00:00
420338,TX,Technology,highest poverty,497,completed,2012-06-17 00:00:00
209866,IA,Supplies,high poverty,50,expired,2010-07-04 00:00:00
799431,IL,Supplies,low poverty,20,expired,2015-01-25 00:00:00
546782,CA,Technology,high poverty,1073,completed,2013-08-17 00:00:00
93790,IL,Supplies,highest poverty,150,expired,2008-07-25 00:00:00
865139,FL,Other,highest poverty,679,completed,2015-07-24 00:00:00
588851,AL,Technology,highest poverty,4496,completed,2013-10-23 00:00:00
345319,CA,Other,highest poverty,10,expired,2011-10-10 00:00:00
248059,IL,Supplies,moderate poverty,740,completed,2010-10-31 00:00:00
279917,CA,Books,highest poverty,571,completed,2011-02-12 00:00:00
534938,TX,Books,highest poverty,170,completed,2013-07-15 00:00:00
341088,MN,Supplies,high poverty,441,completed,2011-09-30 00:00:00
558793,TX,Technology,highest poverty,1004,completed,2013-09-05 00:00:00
651283,CA,Technology,high poverty,1318,completed,2014-03-28 00:00:00
549915,MD,Supplies,highest poverty,212,completed,2013-08-23 00:00:00
783009,CA,Supplies,moderate poverty,734,completed,2014-12-08 00:00:00
876379,TX,Technology,moderate poverty,65,live,2015-08-13 00:00:00
757349,ME,Technology,highest poverty,300,expired,2014-10-14 00:00:00
344480,TN,Books,highest poverty,548,completed,2011-10-08 00:00:00
877454,NJ,Technology,highest poverty,0,live,2015-08-16 00:00:00
263774,TX,Other,highest poverty,213,completed,2010-12-26 00:00:00
358026,MD,Supplies,highest poverty,225,completed,2011-11-28 00:00:00
538528,CA,Books,high poverty,472,expired,2013-07-28 00:00:00
98821,MA,Books,highest poverty,521,completed,2008-09-02 00:00:00
615324,NV,Technology,high poverty,425,expired,2013-12-15 00:00:00
347440,UT,Books,highest poverty,180,completed,2011-10-18 00:00:00
194600,OH,Technology,highest poverty,1,expired,2010-03-19 00:00:00
498429,CA,Technology,high poverty,25,expired,2013-02-08 00:00:00
