token,total_count,ratio
expenses,3.0,2.0
expensive,60.0,2.5294117647058822
expereinces,3.0,2.0
experience,394.0,2.6481481481481484
experienced,38.0,2.4545454545454546
experiences,19.0,0.9
experiencing,7.0,1.3333333333333333
experiens,3.0,2.0
experiment,4.0,3.0
experimental,3.0,2.0
expert,9.0,3.5
expertise,4.0,3.0
expertly,4.0,3.0
experts,3.0,2.0
expiration,3.0,0.5
expire,4.0,1.0
expires,3.0,0.5
explain,25.0,0.6666666666666666
explained,30.0,1.7272727272727273
explaining,10.0,2.3333333333333335
explains,7.0,1.3333333333333333
explanation,4.0,0.3333333333333333
explode,5.0,4.0
exploded,3.0,2.0
exploding,3.0,2.0
exploit,3.0,2.0
explore,9.0,8.0
explored,4.0,3.0
exploring,6.0,2.0
explosion,3.0,2.0
export,3.0,2.0
expos,3.0,2.0
expose,3.0,2.0
exposed,7.0,6.0
exposure,3.0,2.0
express,19.0,1.7142857142857142
expressed,3.0,2.0
expression,5.0,1.5
expressions,5.0,1.5
exquisite,10.0,9.0
exsalonce,3.0,2.0
exspensive,3.0,0.5
extend,3.0,2.0
extended,3.0,2.0
extending,4.0,3.0
extension,3.0,2.0
extensive,24.0,11.0
exterior,11.0,2.6666666666666665
exterminator,4.0,0.3333333333333333
extorting,3.0,2.0
extra,127.0,2.735294117647059
extract,5.0,1.5
extracted,3.0,2.0
extraction,3.0,2.0
extraordinarily,4.0,3.0
extraordinary,5.0,4.0
extras,8.0,7.0
extravaganza,4.0,3.0
extreme,13.0,0.8571428571428571
extremely,114.0,3.2222222222222223
extremity,3.0,2.0
extremly,4.0,3.0
exude,4.0,1.0
exudes,3.0,2.0
ey,3.0,2.0
eye,37.0,2.0833333333333335
eyeball,3.0,2.0
eyeballing,3.0,2.0
eyeballs,4.0,0.3333333333333333
eyebrow,6.0,5.0
eyebrows,6.0,2.0
eyed,4.0,1.0
eyeing,3.0,2.0
eyes,31.0,2.1
eyesight,3.0,2.0
eytan,3.0,2.0
ez,3.0,2.0
f724,4.0,0.3333333333333333
fab,10.0,4.0
fabric,5.0,0.6666666666666666
fabrics,3.0,0.5
fabulos,3.0,2.0
fabulous,75.0,17.75
fabulousness,3.0,2.0
face,66.0,2.6666666666666665
facebook,10.0,9.0
faced,4.0,3.0
faceplates,3.0,0.5
faces,18.0,1.25
facial,23.0,3.6
facials,5.0,4.0
faciatis,3.0,2.0
facilites,3.0,2.0
facilities,14.0,3.6666666666666665
facility,27.0,4.4
facing,9.0,3.5
fact,103.0,3.2916666666666665
facto,3.0,2.0
factor,12.0,3.0
factories,3.0,2.0
factors,3.0,0.5
factory,12.0,2.0
facts,5.0,1.5
faded,4.0,1.0
fags,3.0,0.5
fail,16.0,0.45454545454545453
failed,15.0,0.5
failing,4.0,3.0
fails,6.0,2.0
failure,4.0,0.3333333333333333
faint,4.0,1.0
fair,46.0,5.571428571428571
fairly,29.0,8.666666666666666
fairmont,3.0,2.0
fairway,3.0,2.0
fairways,5.0,4.0
fairy,3.0,2.0
faith,4.0,3.0
faithful,4.0,1.0
fajita,5.0,1.5
fajitas,11.0,1.75
fajito,3.0,2.0
fake,15.0,1.1428571428571428
fakeness,3.0,2.0
fakville,3.0,2.0
falafel,12.0,3.0
falafels,3.0,0.5
fall,26.0,7.666666666666667
fallen,7.0,2.5
falling,8.0,1.0
fallout,4.0,3.0
falls,6.0,2.0
false,4.0,0.3333333333333333
fame,3.0,2.0
famed,3.0,2.0
familiar,11.0,10.0
families,10.0,4.0
family,199.0,5.862068965517241
famished,3.0,2.0
famous,17.0,4.666666666666667
fan,119.0,8.916666666666666
fanatic,4.0,3.0
fanatical,3.0,2.0
fancier,3.0,0.5
fancy,33.0,5.6
fans,18.0,0.8
fanstatic,3.0,2.0
fantabulous,3.0,2.0
fantasies,4.0,3.0
fantasize,3.0,2.0
fantasizing,3.0,2.0
fantastalistic,3.0,2.0
fantastic,195.0,96.5
fantastical,3.0,2.0
fantastically,5.0,4.0
fantasy,4.0,3.0
far,189.0,4.108108108108108
farberware,3.0,2.0
fare,20.0,9.0
fargin,3.0,2.0
fargo,3.0,0.5
farm,29.0,28.0
farmed,3.0,2.0
farmer,12.0,11.0
farmers,17.0,16.0
farmhouse,4.0,3.0
farmland,3.0,2.0
farms,5.0,4.0
fart,3.0,0.5
farther,3.0,2.0
fascia,3.0,2.0
fascinated,3.0,2.0
fashion,29.0,6.25
fashioned,5.0,4.0
fashions,3.0,0.5
fast,121.0,4.761904761904762
faster,8.0,0.6
fastest,5.0,1.5
fat,48.0,2.2
fatal,3.0,0.5
fate,7.0,0.4
father,14.0,1.3333333333333333
fathers,3.0,2.0
fathom,3.0,0.5
fats,3.0,2.0
fattening,3.0,2.0
fattie,3.0,2.0
fatty,10.0,1.5
faucets,3.0,2.0
fault,19.0,0.9
faux,7.0,2.5
fav,22.0,10.0
fave,18.0,17.0
faves,8.0,7.0
favie,3.0,2.0
favor,19.0,1.7142857142857142
favorable,3.0,2.0
favorably,3.0,2.0
favored,3.0,0.5
favorite,352.0,49.285714285714285
favorites,52.0,16.333333333333332
favorito,3.0,2.0
favors,6.0,5.0
favourite,5.0,1.5
favs,8.0,7.0
fawning,3.0,2.0
fax,5.0,1.5
faxed,3.0,2.0
faxes,3.0,0.5
fe,7.0,2.5
fear,13.0,5.5
feared,3.0,0.5
fearing,3.0,2.0
fears,6.0,2.0
feast,9.0,2.0
feasted,3.0,2.0
feasting,3.0,2.0
feat,4.0,1.0
feature,13.0,12.0
featured,8.0,3.0
features,14.0,6.0
featuring,7.0,6.0
feb,3.0,2.0
febuary,3.0,2.0
feces,4.0,0.3333333333333333
fed,11.0,4.5
feddys,3.0,2.0
feds,3.0,0.5
fee,24.0,3.8
feed,22.0,2.142857142857143
feedback,5.0,1.5
feeders,3.0,2.0
feeding,4.0,3.0
feeds,3.0,2.0
feel,253.0,6.027777777777778
feeling,58.0,3.8333333333333335
feelings,5.0,1.5
feels,20.0,5.666666666666667
feenin,3.0,2.0
fees,16.0,1.6666666666666667
feet,26.0,1.6
feiends,3.0,0.5
fell,32.0,2.2
fellas,3.0,2.0
feller,3.0,2.0
fellow,17.0,4.666666666666667
felt,117.0,2.774193548387097
female,8.0,1.6666666666666667
fence,4.0,3.0
fenced,6.0,5.0
fender,3.0,2.0
feng,3.0,2.0
fennel,8.0,7.0
fermentated,3.0,2.0
fermented,4.0,3.0
fermier,3.0,2.0
ferns,3.0,2.0
ferrari,3.0,2.0
ferrits,3.0,2.0
fest,3.0,2.0
festival,11.0,2.6666666666666665
festivals,4.0,3.0
festive,6.0,2.0
festivities,6.0,2.0
fet,3.0,2.0
feta,15.0,6.5
fetash,3.0,2.0
fetch,4.0,0.3333333333333333
fetoosh,4.0,3.0
fetta,3.0,2.0
fettuccine,4.0,3.0
fettucine,3.0,2.0
fettucini,3.0,2.0
fetzer,3.0,2.0
feuille,4.0,3.0
fever,5.0,4.0
few,374.0,3.10989010989011
fewer,3.0,2.0
fez,25.0,11.5
ff,3.0,2.0
fh,3.0,2.0
fi,16.0,7.0
fiance,22.0,4.5
fiancee,6.0,5.0
fiancé,7.0,2.5
fibbertygibbet,3.0,0.5
ficticious,3.0,0.5
fiction,3.0,2.0
fiddler,3.0,2.0
fides,3.0,2.0
fied,3.0,2.0
field,10.0,9.0
fields,12.0,11.0
fiend,3.0,2.0
fierce,3.0,2.0
fiercely,3.0,0.5
fiery,3.0,2.0
fiesta,4.0,3.0
fifteen,6.0,2.0
fifth,8.0,1.6666666666666667
fig,19.0,18.0
fight,9.0,3.5
fighting,6.0,1.0
fights,3.0,2.0
figs,6.0,5.0
figuratively,4.0,3.0
figure,26.0,1.8888888888888888
figured,26.0,0.7333333333333333
figures,4.0,3.0
figuring,4.0,1.0
file,3.0,0.5
filed,9.0,0.2857142857142857
filepe,3.0,0.5
files,3.0,2.0
filet,26.0,7.666666666666667
filets,4.0,3.0
filiberto,5.0,1.5
filibertos,4.0,3.0
filing,5.0,1.5
filings,3.0,2.0
filipino,9.0,8.0
fill,31.0,2.4444444444444446
filled,59.0,13.75
filler,4.0,3.0
fillet,13.0,5.5
fillets,3.0,2.0
filling,48.0,5.0
fillings,5.0,4.0
fills,7.0,6.0
filly,3.0,2.0
film,8.0,7.0
filmed,3.0,2.0
films,6.0,5.0
filmy,3.0,0.5
filter,4.0,3.0
filth,3.0,2.0
filthy,12.0,0.09090909090909091
fin,5.0,4.0
final,15.0,2.75
finale,3.0,0.5
finally,115.0,1.6136363636363635
finalmente,3.0,2.0
finals,5.0,1.5
finance,3.0,2.0
financial,4.0,1.0
financially,4.0,3.0
find,307.0,5.019607843137255
finding,31.0,5.2
findings,3.0,2.0
finds,10.0,1.5
fine,82.0,2.037037037037037
finely,4.0,1.0
finer,4.0,3.0
fines,4.0,3.0
finesse,3.0,2.0
finest,9.0,8.0
finger,10.0,0.42857142857142855
fingerling,3.0,2.0
fingernails,3.0,2.0
fingerprint,3.0,0.5
fingerprinting,3.0,0.5
fingers,14.0,0.75
fingertip,3.0,0.5
fingertips,3.0,2.0
finish,49.0,1.8823529411764706
finished,48.0,1.5263157894736843
finishes,4.0,3.0
finishing,9.0,2.0
finnaly,3.0,2.0
fire,26.0,3.3333333333333335
firearms,3.0,0.5
firebird,5.0,4.0
fired,14.0,6.0
firefly,4.0,1.0
firemen,3.0,2.0
firepit,3.0,2.0
fireplace,7.0,2.5
fireplaces,5.0,4.0
fires,4.0,3.0
firestone,3.0,2.0
firewood,4.0,3.0
fireworks,3.0,2.0
firm,7.0,2.5
firmer,3.0,0.5
first,555.0,3.111111111111111
firstly,3.0,2.0
fish,126.0,2.7058823529411766
fishers,3.0,2.0
fishheads,3.0,2.0
fishing,7.0,2.5
fishy,6.0,0.5
fist,4.0,3.0
fists,4.0,1.0
fit,37.0,3.111111111111111
fitcenter,3.0,2.0
fitness,22.0,1.4444444444444444
fits,10.0,4.0
fitted,3.0,0.5
fitter,4.0,3.0
fitting,12.0,5.0
fitzgerald,3.0,2.0
five,74.0,3.111111111111111
fix,44.0,3.4
fixated,3.0,2.0
fixe,3.0,2.0
fixed,11.0,0.375
fixie,3.0,2.0
fixin,4.0,1.0
fixing,6.0,5.0
fixtures,4.0,1.0
flag,8.0,0.14285714285714285
flagstaff,7.0,1.3333333333333333
flair,5.0,1.5
flake,4.0,1.0
flaked,3.0,2.0
flakey,3.0,2.0
flaky,10.0,4.0
flambeed,3.0,2.0
flame,6.0,5.0
flamenco,4.0,3.0
flaming,3.0,2.0
flan,8.0,1.6666666666666667
flank,4.0,3.0
flanked,3.0,2.0
flannel,3.0,0.5
flap,3.0,2.0
flare,3.0,2.0
flash,5.0,4.0
flashed,3.0,2.0
flashlight,3.0,0.5
flashlights,3.0,2.0
flask,3.0,0.5
flat,30.0,1.1428571428571428
flatbread,10.0,9.0
flatbreads,7.0,6.0
flatiron,3.0,2.0
flattened,5.0,4.0
flatter,4.0,1.0
flautas,5.0,4.0
flaverful,3.0,2.0
flavor,170.0,5.538461538461538
flavored,22.0,6.333333333333333
flavorful,55.0,12.75
flavorgasm,3.0,2.0
flavoring,4.0,3.0
flavorless,11.0,0.2222222222222222
flavors,113.0,36.666666666666664
flavour,5.0,0.25
flawless,5.0,4.0
flaws,3.0,0.5
flee,3.0,2.0
fleet,3.0,2.0
fleming,4.0,0.3333333333333333
flemings,4.0,1.0
flemmingsery,3.0,2.0
flew,5.0,0.6666666666666666
flexed,3.0,0.5
flexibility,3.0,2.0
flexible,4.0,3.0
flicked,4.0,3.0
flickr,4.0,3.0
flier,7.0,0.75
flies,6.0,0.5
flight,37.0,0.48
flights,9.0,1.25
flimsiest,3.0,0.5
flimsy,5.0,0.6666666666666666
flintstones,3.0,2.0
flip,7.0,0.75
flippant,3.0,2.0
flipper,3.0,2.0
flipstick,3.0,2.0
flirt,4.0,3.0
flirting,5.0,0.25
flirtini,3.0,2.0
flo,3.0,0.5
float,3.0,2.0
floating,4.0,0.3333333333333333
flock,5.0,0.25
flocking,3.0,2.0
flooded,3.0,0.5
flooding,4.0,1.0
floor,39.0,1.4375
floored,6.0,0.5
floors,11.0,2.6666666666666665
flops,6.0,0.5
flora,3.0,2.0
floral,3.0,2.0
florals,3.0,0.5
florence,3.0,0.5
florescent,3.0,2.0
florets,3.0,2.0
florida,5.0,4.0
florist,4.0,3.0
flossing,3.0,2.0
flour,11.0,4.5
flourished,3.0,2.0
flourishes,3.0,0.5
flourishing,3.0,2.0
flourless,3.0,2.0
flours,3.0,2.0
flow,6.0,5.0
flowed,3.0,2.0
flower,6.0,5.0
flowering,3.0,2.0
flowers,18.0,8.0
flowing,6.0,5.0
flown,5.0,1.5
flu,4.0,3.0
fluent,3.0,2.0
fluff,4.0,3.0
fluffed,3.0,2.0
fluffiness,3.0,2.0
fluffy,15.0,14.0
fluke,5.0,0.6666666666666666
flummoxed,3.0,2.0
fluorescent,4.0,3.0
flushed,3.0,2.0
flushes,4.0,3.0
flushing,3.0,0.5
flustered,3.0,0.5
flute,4.0,3.0
fluttering,3.0,2.0
fluttery,3.0,2.0
flw,4.0,3.0
fly,25.0,0.5625
flyer,3.0,2.0
flyers,4.0,3.0
flying,15.0,1.5
flyover,3.0,0.5
fnb,7.0,2.5
fo,3.0,0.5
foam,3.0,2.0
foamed,4.0,3.0
foamy,3.0,2.0
focaccia,9.0,8.0
focal,3.0,2.0
foccacia,4.0,3.0
focus,7.0,6.0
focused,10.0,4.0
focuses,3.0,2.0
focusing,5.0,4.0
fodder,3.0,2.0
fogo,6.0,5.0
foie,4.0,3.0
foil,3.0,2.0
fold,4.0,1.0
folding,4.0,1.0
folk,6.0,0.5
folks,38.0,8.5
follow,23.0,4.75
followed,18.0,3.5
following,18.0,3.5
follows,6.0,2.0
fond,8.0,3.0
fondant,4.0,3.0
fondest,3.0,2.0
fondu,4.0,3.0
fondue,11.0,10.0
fondues,3.0,2.0
fontina,6.0,5.0
foo,8.0,3.0
food,1663.0,2.9501187648456058
foodaholic,3.0,2.0
foodie,18.0,8.0
foodies,9.0,8.0
foodnet,4.0,0.3333333333333333
foods,47.0,4.222222222222222
foodstuffs,3.0,2.0
foody,3.0,0.5
fooey,3.0,2.0
foofy,4.0,3.0
fool,9.0,2.0
fooled,5.0,1.5
foolery,3.0,2.0
fooling,3.0,0.5
foolish,3.0,0.5
fools,3.0,0.5
foot,20.0,1.0
footage,3.0,0.5
football,11.0,1.75
foothills,3.0,2.0
footlongs,3.0,2.0
footprint,3.0,2.0
for,4287.0,3.415036045314109
foraged,3.0,2.0
foray,3.0,2.0
forbidden,4.0,3.0
force,7.0,2.5
forced,10.0,1.0
forcing,6.0,2.0
ford,4.0,3.0
forearms,4.0,0.3333333333333333
foreign,5.0,4.0
foremost,3.0,2.0
foresee,3.0,0.5
forest,3.0,2.0
forever,28.0,0.75
forewarned,3.0,2.0
forgave,3.0,2.0
forget,49.0,7.166666666666667
forgettable,4.0,3.0
forgetting,6.0,1.0
forgivable,3.0,2.0
forgive,7.0,1.3333333333333333
forgiving,3.0,0.5
forgo,6.0,0.2
forgot,32.0,1.6666666666666667
forgotten,14.0,3.6666666666666665
fork,16.0,4.333333333333333
forks,6.0,2.0
form,13.0,2.25
formal,6.0,5.0
format,5.0,0.6666666666666666
formation,3.0,2.0
formations,5.0,4.0
formative,3.0,2.0
former,20.0,2.3333333333333335
formerly,4.0,3.0
formidable,3.0,2.0
forming,4.0,1.0
forms,9.0,2.0
formula,3.0,2.0
fornaio,4.0,3.0
forno,3.0,2.0
forsaken,3.0,2.0
forth,7.0,1.3333333333333333
fortunate,10.0,2.3333333333333335
fortunately,7.0,2.5
fortune,7.0,1.3333333333333333
forty,5.0,1.5
forvever,3.0,0.5
forward,55.0,3.230769230769231
forwarded,3.0,2.0
fossil,4.0,3.0
foster,4.0,3.0
fought,3.0,0.5
foul,3.0,2.0
fould,3.0,0.5
found,234.0,4.318181818181818
foundation,4.0,3.0
founded,5.0,1.5
founder,4.0,3.0
fountain,13.0,3.3333333333333335
fountains,7.0,6.0
four,89.0,4.235294117647059
fourteen,3.0,0.5
fourth,9.0,1.25
fourtherly,3.0,2.0
fowl,4.0,0.3333333333333333
fox,8.0,3.0
foxes,3.0,2.0
foyer,3.0,2.0
fraction,5.0,1.5
frag,3.0,2.0
fragrance,5.0,1.5
fraiche,3.0,2.0
frail,3.0,0.5
frame,5.0,0.6666666666666666
framed,6.0,0.5
frames,4.0,1.0
fran,3.0,2.0
france,4.0,3.0
frances,3.0,2.0
francesca,3.0,2.0
franchise,7.0,2.5
franchises,3.0,0.5
francis,9.0,1.25
franciscan,3.0,2.0
francisco,13.0,5.5
franco,3.0,2.0
frangipane,3.0,2.0
frank,15.0,2.0
frankfurters,3.0,2.0
frankly,11.0,1.2
frantic,3.0,0.5
frantically,3.0,0.5
frappes,3.0,2.0
frat,3.0,0.5
fray,3.0,2.0
frazzeling,3.0,0.5
fraîche,4.0,3.0
freak,5.0,1.5
freaked,4.0,3.0
freakin,10.0,2.3333333333333335
freaking,24.0,2.0
freaky,4.0,3.0
fred,8.0,1.6666666666666667
freddie,3.0,2.0
freddy,5.0,4.0
free,224.0,5.787878787878788
freedom,4.0,3.0
freeway,7.0,6.0
freeze,7.0,2.5
freezer,15.0,1.5
freezing,3.0,0.5
freind,3.0,0.5
freindly,3.0,0.5
french,83.0,3.3684210526315788
frenched,3.0,2.0
frenzy,5.0,4.0
frequent,30.0,5.0
frequented,7.0,2.5
frequenting,11.0,10.0
frequently,18.0,2.6
frequents,3.0,0.5
fresca,7.0,6.0
frescas,3.0,2.0
fresco,3.0,2.0
frescoed,3.0,2.0
fresh,402.0,13.88888888888889
freshener,3.0,2.0
fresher,3.0,2.0
freshest,9.0,8.0
freshly,22.0,21.0
freshness,10.0,9.0
freshwater,3.0,2.0
frickin,4.0,1.0
frida,3.0,2.0
friday,61.0,1.9047619047619047
fridays,10.0,9.0
fridge,8.0,3.0
fried,141.0,3.5483870967741935
friend,185.0,2.0327868852459017
friendlier,5.0,4.0
friendliest,6.0,5.0
friendliness,5.0,4.0
friendly,427.0,14.25
friends,216.0,3.0
friendship,5.0,4.0
fries,176.0,3.0930232558139537
friggin,6.0,5.0
frigging,3.0,2.0
frighten,3.0,2.0
frightened,4.0,3.0
frijoles,3.0,2.0
frills,5.0,4.0
frings,3.0,2.0
frisco,3.0,2.0
frita,3.0,2.0
fritas,3.0,2.0
fritatta,3.0,2.0
frites,3.0,2.0
frito,3.0,2.0
frittata,4.0,3.0
frittatas,4.0,3.0
fritters,5.0,1.5
fritti,3.0,2.0
fritto,4.0,3.0
fro,6.0,5.0
frogger,3.0,2.0
from,1085.0,3.189189189189189
fromage,3.0,2.0
front,112.0,1.0363636363636364
frontiers,3.0,2.0
frontline,3.0,2.0
froo,4.0,3.0
frost,4.0,3.0
frosted,5.0,4.0
frosting,13.0,12.0
frosty,3.0,2.0
froth,3.0,2.0
frothy,4.0,3.0
frown,3.0,0.5
froyo,7.0,2.5
froze,3.0,0.5
frozen,37.0,2.0833333333333335
frquently,3.0,2.0
fru,4.0,3.0
fructose,4.0,3.0
frugal,4.0,1.0
frugle,3.0,2.0
fruit,50.0,15.666666666666666
fruits,8.0,3.0
fruity,11.0,10.0
frustrated,9.0,0.2857142857142857
frustrating,5.0,0.25
frustration,7.0,0.4
frustrations,3.0,2.0
fry,34.0,1.8333333333333333
frybread,3.0,2.0
fryer,3.0,0.5
frying,4.0,0.3333333333333333
frys,4.0,1.0
fsg07smlz5s,3.0,2.0
ft,3.0,2.0
fubar,3.0,2.0
fuck,11.0,0.375
fucked,4.0,0.3333333333333333
fuckhead,3.0,0.5
fuckin,3.0,2.0
fucking,12.0,0.2
fucks,3.0,2.0
fuct,3.0,0.5
fuddburger,3.0,2.0
fuddrucker,4.0,3.0
fuddruckers,4.0,3.0
fudge,10.0,1.0
fuego,9.0,8.0
fuel,7.0,6.0
fueled,3.0,2.0
fueling,3.0,2.0
fuh,3.0,2.0
fuji,3.0,2.0
fujiwara,3.0,2.0
fujiya,4.0,3.0
fulfill,4.0,3.0
fulfilling,5.0,4.0
full,167.0,5.185185185185185
fullest,3.0,2.0
fulling,3.0,2.0
fulls,3.0,0.5
fully,24.0,5.0
fuming,3.0,0.5
fun,158.0,8.294117647058824
function,5.0,4.0
functional,3.0,2.0
functionality,3.0,0.5
fund,5.0,4.0
fundido,5.0,1.5
funding,3.0,2.0
fundito,3.0,2.0
fundraiser,3.0,2.0
fundraising,6.0,5.0
funds,4.0,3.0
fungus,4.0,1.0
funk,3.0,0.5
funky,21.0,9.5
funnel,3.0,2.0
funner,3.0,2.0
funniest,4.0,3.0
funny,33.0,3.7142857142857144
funsports,3.0,2.0
furious,4.0,0.3333333333333333
furnace,4.0,3.0
furnished,3.0,0.5
furnishings,3.0,2.0
furniture,21.0,2.5
furrowed,4.0,1.0
furry,8.0,7.0
further,13.0,3.3333333333333335
furthermore,5.0,1.5
fury,3.0,0.5
fuse,9.0,0.125
fuses,5.0,0.25
fusion,10.0,4.0
fuss,7.0,1.3333333333333333
fussy,3.0,2.0
future,33.0,4.5
futuristic,3.0,2.0
fuzzy,5.0,1.5
fwd,3.0,0.5
fyi,11.0,1.75
g37,3.0,0.5
gabe,4.0,3.0
gabi,4.0,3.0
gabriel,3.0,2.0
gadgets,3.0,2.0
gaeta,3.0,2.0
gag,5.0,0.6666666666666666
gaga,5.0,4.0
gain,4.0,1.0
gained,3.0,2.0
gainey,3.0,2.0
gaining,3.0,2.0
gak,3.0,0.5
gal,9.0,2.0
galbi,3.0,2.0
galleries,4.0,3.0
gallery,6.0,5.0
gallina,5.0,4.0
gallo,20.0,4.0
gallon,9.0,2.0
gallons,3.0,0.5
galore,7.0,2.5
gals,6.0,5.0
galze,3.0,0.5
gambas,3.0,2.0
gamble,3.0,2.0
gamblers,3.0,2.0
gambling,3.0,0.5
game,56.0,6.0
games,36.0,5.0
gammage,3.0,2.0
ganache,4.0,1.0
gang,5.0,1.5
gangplank,6.0,5.0
ganoosh,4.0,3.0
ganouj,4.0,3.0
ganoush,3.0,2.0
gansitos,3.0,2.0
gap,3.0,2.0
garage,11.0,1.2
garbage,8.0,0.6
garbonzo,3.0,2.0
garces,4.0,3.0
garden,38.0,8.5
gardens,10.0,9.0
gardin,3.0,2.0
garfield,3.0,2.0
gargantuan,4.0,3.0
garlands,3.0,2.0
garlic,74.0,3.3529411764705883
garlicky,3.0,2.0
garmin,4.0,0.3333333333333333
garner,3.0,0.5
garnish,4.0,3.0
garnished,3.0,2.0
garnishes,3.0,2.0
garnishing,3.0,0.5
garsh,3.0,2.0
gary,4.0,3.0
gas,30.0,0.875
gasmic,3.0,2.0
gasoline,3.0,2.0
gasping,3.0,2.0
gastrique,3.0,2.0
gastronomic,4.0,3.0
gastronomical,3.0,2.0
gastronomy,3.0,2.0
gastropub,3.0,2.0
gate,10.0,0.42857142857142855
gates,4.0,3.0
gateway,5.0,0.25
gather,4.0,3.0
gathered,7.0,1.3333333333333333
gathering,5.0,4.0
gator,4.0,3.0
gatos,3.0,2.0
gauc,3.0,2.0
gaudy,3.0,0.5
gave,131.0,2.1951219512195124
gavin,3.0,2.0
gay,11.0,0.8333333333333334
gaylee,3.0,0.5
gazing,3.0,2.0
gazpacho,3.0,2.0
gear,6.0,1.0
gearing,3.0,2.0
geasy,3.0,0.5
gee,3.0,2.0
geek,3.0,2.0
geeks,3.0,2.0
geisha,3.0,0.5
gel,23.0,0.7692307692307693
gelati,4.0,3.0
gelatin,3.0,2.0
gelatinous,4.0,1.0
gelato,38.0,37.0
gelish,5.0,1.5
gels,4.0,3.0
gem,41.0,40.0
gems,4.0,3.0
gen,3.0,2.0
gender,3.0,2.0
genders,3.0,2.0
general,21.0,4.25
generally,25.0,5.25
generate,3.0,0.5
generation,4.0,1.0
generations,3.0,2.0
generic,14.0,0.75
generious,3.0,0.5
generous,25.0,7.333333333333333
generously,8.0,7.0
genes,3.0,2.0
genevese,3.0,0.5
genin,3.0,2.0
genius,10.0,4.0
genre,6.0,5.0
genres,3.0,0.5
gent,3.0,2.0
gentle,7.0,6.0
gentleman,14.0,2.5
gentlemen,8.0,1.0
gently,7.0,6.0
genuine,12.0,5.0
genuinely,9.0,8.0
george,8.0,3.0
georges,3.0,2.0
georgia,4.0,3.0
georgie,3.0,2.0
geranios,3.0,0.5
germain,3.0,2.0
german,25.0,2.125
germany,4.0,3.0
germs,3.0,2.0
gerri,3.0,2.0
gesture,4.0,1.0
get,1091.0,3.0407407407407407
getaway,4.0,3.0
gets,80.0,4.333333333333333
gettin,3.0,2.0
getting,160.0,3.324324324324324
gf,17.0,4.666666666666667
ghetto,8.0,0.6
ghirardelli,3.0,2.0
ghost,7.0,6.0
giant,20.0,3.0
giants,12.0,11.0
giardinara,3.0,0.5
giardiniera,3.0,2.0
gift,36.0,2.6
gifts,15.0,14.0
gig,4.0,1.0
gigantic,11.0,2.6666666666666665
giggle,6.0,5.0
gil,7.0,6.0
gila,3.0,2.0
gilbert,16.0,15.0
gilda,3.0,2.0
gills,3.0,2.0
gimlet,3.0,2.0
gimme,3.0,0.5
gimmick,4.0,0.3333333333333333
gimmicks,3.0,2.0
gimmicky,3.0,0.5
gin,8.0,3.0
gina,3.0,2.0
ginger,13.0,5.5
gingerbread,4.0,3.0
ginormous,5.0,4.0
gio,4.0,3.0
giorno,3.0,2.0
giraffes,4.0,3.0
girdle,3.0,2.0
girl,65.0,1.2413793103448276
girlfriend,30.0,9.0
girlfriends,10.0,1.5
girls,52.0,5.5
girly,5.0,4.0
girth,3.0,0.5
giseling,3.0,2.0
giselle,3.0,2.0
giu,3.0,2.0
giuseppe,6.0,5.0
giuseppes,3.0,2.0
give,273.0,1.625
giveing,3.0,0.5
given,76.0,1.375
giver,3.0,2.0
gives,25.0,4.0
giving,54.0,2.0
glace,3.0,2.0
glacier,3.0,2.0
glad,76.0,11.666666666666666
gladly,13.0,2.25
glamorous,4.0,3.0
glance,7.0,1.3333333333333333
glands,3.0,2.0
glare,3.0,2.0
glaring,4.0,1.0
glass,84.0,3.0
glasses,28.0,3.0
glasswares,3.0,2.0
glaze,9.0,1.25
glazed,6.0,2.0
gleaming,3.0,2.0
glee,3.0,2.0
glendale,17.0,4.666666666666667
glib,3.0,2.0
glibert,3.0,2.0
glimpse,4.0,3.0
glistening,3.0,2.0
glitches,3.0,2.0
glitters,4.0,3.0
glittery,3.0,2.0
gloria,3.0,2.0
glorias,3.0,0.5
glories,3.0,2.0
glorified,3.0,2.0
glorious,4.0,3.0
glory,10.0,9.0
glosses,3.0,2.0
glossy,4.0,1.0
glove,5.0,0.6666666666666666
gloves,10.0,0.6666666666666666
glow,4.0,1.0
glowing,4.0,3.0
glows,3.0,2.0
gluten,41.0,5.833333333333333
glutten,3.0,0.5
glutton,3.0,2.0
gluttonous,5.0,4.0
gluttony,3.0,2.0
gm,10.0,1.5
gnarly,3.0,2.0
gnocchi,12.0,5.0
go,1035.0,3.5
goal,5.0,4.0
goalie,3.0,2.0
goals,4.0,3.0
goat,22.0,21.0
goats,3.0,2.0
goaz,3.0,2.0
gobble,3.0,2.0
gobbled,5.0,4.0
gobi,4.0,3.0
god,35.0,2.5
goddamn,4.0,1.0
goddess,3.0,0.5
godfather,5.0,4.0
gods,4.0,1.0
goer,3.0,2.0
goers,6.0,1.0
goes,54.0,4.4
goi,3.0,2.0
going,419.0,2.379032258064516
goings,3.0,2.0
gold,16.0,3.0
golden,16.0,7.0
goldwater,4.0,3.0
goldwell,3.0,0.5
golf,15.0,14.0
golfer,4.0,3.0
golfers,5.0,4.0
golfing,4.0,3.0
goliath,3.0,2.0
gomen,5.0,4.0
gon,4.0,1.0
gone,60.0,1.4
gong,3.0,2.0
gonna,13.0,2.25
gonzales,3.0,2.0
